15.473974, 3.492232
0.015171, 3.531858
15.473974, 3.531288
0.015171, 3.525860
0.015171, 3.495291
0.000000, 3.470327
5.059787, 3.531364
15.473974, 3.536521
0.015171, 3.511911
0.000000, 3.534833
15.489145, 3.503371
0.000000, 3.530135
0.002933, 3.513014
0.015171, 3.508276
0.000000, 3.516923
15.473974, 3.481888
0.015171, 3.489708
0.015171, 3.480596
0.011176, 3.467672
0.000000, 3.440064
0.015171, 3.512346
0.000000, 3.470367
15.473974, 3.455172
0.000000, 3.422894
0.000000, 3.419432
0.000000, 3.434694
8.622290, 3.344335
0.000000, 3.112179
0.015171, 2.873306
0.015171, 2.864997
0.008546, 2.814093
0.015171, 2.892089
0.000000, 2.896825
15.489145, 2.940022
0.015171, 2.778553
0.000000, 2.567593
0.015171, 2.393276
0.015171, 2.199139
0.015171, 2.042589
0.015171, 1.901891
0.015171, 1.797616
0.015171, 1.941330
10.986522, 2.096879
1.444238, 2.239859
0.000000, 2.353378
0.000000, 2.481826
0.015171, 2.585395
8.105278, 2.664505
0.000000, 2.762946
0.000000, 2.958037
7.899464, 3.078374
0.015171, 3.189656
15.473974, 3.484228
0.000000, 3.670785
0.015171, 3.847512
0.015171, 3.847740
15.489145, 3.943363
15.473974, 4.008447
0.015171, 4.095633
0.000000, 4.219920
0.015171, 4.158265
10.006503, 4.147287
0.015171, 4.098225
15.489145, 4.003898
0.000000, 3.902400
0.015171, 3.895971
15.489145, 4.006158
15.473974, 4.115008
0.015171, 4.157875
0.015171, 4.186172
2.011617, 4.301796
0.015171, 4.443259
0.015171, 4.560323
11.300097, 4.676678
0.015171, 4.775758
0.000000, 4.876011
11.569071, 4.995611
0.000000, 5.048468
0.015171, 4.961320
0.015171, 4.800905
4.440221, 4.669055
15.473974, 4.450051
0.000000, 4.325524
0.000000, 4.150051
0.015171, 4.023355
0.000000, 3.898954
0.015171, 3.734471
0.015171, 3.605836
0.015171, 3.458412
0.015171, 3.272856
15.489145, 3.197697
0.015171, 3.114978
15.473974, 3.082080
0.000000, 3.074047
0.015171, 3.096532
0.015171, 3.115091
15.504315, 3.339125
0.000000, 3.413467
0.015171, 3.438962
0.000000, 3.632562
8.629016, 3.670753
15.489145, 3.803005
10.950112, 3.838163
0.000000, 3.750232
0.000000, 3.535801
0.015171, 3.327840
0.000000, 3.216496
0.000000, 3.035109
0.015171, 2.855294
0.015171, 2.743533
15.489145, 2.690900
0.015171, 2.596437
0.009659, 2.562062
0.015171, 2.571811
0.000000, 2.539043
0.000000, 2.469652
0.009962, 2.476469
0.015171, 2.404144
0.000000, 2.341442
0.000000, 2.292628
0.000000, 2.211683
0.015171, 2.174629
0.000000, 2.159240
0.015171, 2.092959
15.489145, 2.036304
0.007737, 1.959967
0.000000, 1.972387
0.000000, 1.921692
0.000000, 1.908372
0.015171, 1.928765
0.015171, 1.934510
0.002781, 1.911278
0.000000, 1.872387
15.473974, 1.876258
0.015171, 1.853454
0.015171, 1.820561
0.011277, 1.851821
0.015171, 1.825746
0.015171, 1.782245
0.015171, 1.834099
15.473974, 1.821417
0.015171, 1.781685
0.015171, 1.785897
0.000000, 1.786186
0.015171, 1.795273
0.000000, 1.802098
0.000000, 1.759840
0.000000, 1.756618
0.000000, 1.792963
0.015171, 1.785403
0.000000, 1.767118
0.000000, 1.761777
0.015171, 1.733429
11.557744, 1.747354
0.015171, 1.722050
0.014513, 1.672999
0.015171, 1.614409
0.015171, 1.585876
0.015171, 1.611743
15.489145, 1.761463
15.489145, 2.108648
0.015171, 2.473032
0.000000, 2.847947
15.489145, 3.171326
15.489145, 3.440321
0.015171, 3.675370
0.015171, 3.883782
10.934942, 4.069657
0.003894, 4.236465
0.000000, 4.320644
13.721976, 4.451058
0.015171, 4.573295
0.015171, 4.653067
0.015171, 4.751703
15.473974, 4.852594
0.000000, 4.985103
0.000000, 5.079378
0.000000, 5.071600
0.015171, 5.057943
0.000000, 5.118110
15.473974, 5.149817
0.015171, 5.223250
0.007130, 5.237788
0.000000, 5.231448
0.015171, 5.254306
0.000000, 5.334040
15.489145, 5.351392
2.333991, 5.327739
0.013856, 5.361497
15.489145, 5.451302
0.014918, 5.427701
15.489145, 5.467246
0.015171, 5.449949
15.473974, 5.463361
0.000000, 5.466579
0.000000, 5.490452
15.473974, 5.522303
0.015171, 5.573310
0.015171, 5.623268
0.015171, 5.658265
15.473974, 5.712513
15.473974, 5.743394
15.473974, 5.711401
15.473974, 5.727657
0.015171, 5.770960
0.000000, 5.797836
0.980018, 5.727592
0.015171, 5.686221
0.015171, 5.673473
0.015171, 5.731501
0.015171, 5.745146
0.015171, 5.759610
0.015171, 5.764301
3.717395, 5.747546
0.015171, 5.724418
0.015171, 5.676013
0.000000, 5.651258
15.489145, 5.726499
0.015171, 5.666319
15.489145, 5.677289
0.015171, 5.613997
5.946861, 5.591199
0.015171, 5.561130
0.015171, 5.611508
0.000000, 5.639710
0.015171, 5.600747
15.473974, 5.524382
0.000000, 5.520060
0.015171, 5.398860
0.000000, 5.249703
0.000000, 5.080659
15.473974, 4.904809
0.004855, 4.743502
15.489145, 4.587602
0.000000, 4.510673
0.000000, 4.425954
0.000000, 4.331153
12.998138, 4.253351
0.000000, 4.160672
0.015171, 4.076228
15.489145, 4.022068
0.000000, 3.955356
4.177973, 3.876048
0.000000, 3.794822
0.015171, 3.743914
0.015171, 3.695389
0.015171, 3.643817
0.015171, 3.598549
0.000000, 3.565022
0.000000, 3.579365
0.015171, 3.577479
0.015171, 3.531244
0.015171, 3.541444
4.034459, 3.476172
0.015171, 3.493894
0.015171, 3.484689
0.015171, 3.478493
0.015171, 3.479182
3.094795, 3.446378
0.000000, 3.446847
0.015171, 3.447561
0.003590, 3.449685
6.404809, 3.443885
